Country,MarketYear,CalendarYear,Month,Attribute,Value,CommodityCode
Albania,2023,2024,02,Feed and Residual,40.0,0410000
Albania,2023,2024,02,FSI Consumption,425.0,0410000
Albania,2023,2024,02,Total Consumption,465.0,0410000
Albania,2023,2024,02,Ending Stocks,42.0,0410000
Albania,2023,2024,02,Total Distribution,507.0,0410000
Albania,2023,2024,02,Yield,4.0909,0410000
Armenia,2023,2024,02,Area Harvested,60.0,0410000
Armenia,2023,2024,02,Beginning Stocks,182.0,0410000
Armenia,2023,2024,02,Production,130.0,0410000
Armenia,2023,2024,02,MY Imports,400.0,0410000
Armenia,2023,2024,02,TY Imports,400.0,0410000
Armenia,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Armenia,2023,2024,02,Total Supply,712.0,0410000
Armenia,2023,2024,02,MY Exports,0.0,0410000
Armenia,2023,2024,02,TY Exports,0.0,0410000
Armenia,2023,2024,02,Feed and Residual,50.0,0410000
Armenia,2023,2024,02,FSI Consumption,480.0,0410000
Armenia,2023,2024,02,Total Consumption,530.0,0410000
Armenia,2023,2024,02,Ending Stocks,182.0,0410000
Armenia,2023,2024,02,Total Distribution,712.0,0410000
Armenia,2023,2024,02,Yield,2.1667,0410000
Angola,2023,2024,02,Area Harvested,10.0,0410000
Angola,2023,2024,02,Beginning Stocks,183.0,0410000
Angola,2023,2024,02,Production,7.0,0410000
Angola,2023,2024,02,MY Imports,1000.0,0410000
Angola,2023,2024,02,TY Imports,1000.0,0410000
Angola,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Angola,2023,2024,02,Total Supply,1190.0,0410000
Angola,2023,2024,02,MY Exports,0.0,0410000
Angola,2023,2024,02,TY Exports,0.0,0410000
Angola,2023,2024,02,Feed and Residual,0.0,0410000
Angola,2023,2024,02,FSI Consumption,1000.0,0410000
Angola,2023,2024,02,Total Consumption,1000.0,0410000
Angola,2023,2024,02,Ending Stocks,190.0,0410000
Angola,2023,2024,02,Total Distribution,1190.0,0410000
Angola,2023,2024,02,Yield,0.7,0410000
Argentina,2023,2024,02,Area Harvested,5500.0,0410000
Argentina,2023,2024,02,Beginning Stocks,4067.0,0410000
Argentina,2023,2024,02,Production,15500.0,0410000
Argentina,2023,2024,02,MY Imports,13.0,0410000
Argentina,2023,2024,02,TY Imports,13.0,0410000
Argentina,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Argentina,2023,2024,02,Total Supply,19580.0,0410000
Argentina,2023,2024,02,MY Exports,10500.0,0410000
Argentina,2023,2024,02,TY Exports,10000.0,0410000
Argentina,2023,2024,02,Feed and Residual,200.0,0410000
Argentina,2023,2024,02,FSI Consumption,6500.0,0410000
Argentina,2023,2024,02,Total Consumption,6700.0,0410000
Argentina,2023,2024,02,Ending Stocks,2380.0,0410000
Argentina,2023,2024,02,Total Distribution,19580.0,0410000
Argentina,2023,2024,02,Yield,2.8182,0410000
Australia,2023,2024,02,Area Harvested,12500.0,0410000
Australia,2023,2024,02,Beginning Stocks,4373.0,0410000
Australia,2023,2024,02,Production,25500.0,0410000
Australia,2023,2024,02,MY Imports,200.0,0410000
Australia,2023,2024,02,TY Imports,200.0,0410000
Australia,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Australia,2023,2024,02,Total Supply,30073.0,0410000
Australia,2023,2024,02,MY Exports,19500.0,0410000
Australia,2023,2024,02,TY Exports,23000.0,0410000
Australia,2023,2024,02,Feed and Residual,3500.0,0410000
Australia,2023,2024,02,FSI Consumption,3500.0,0410000
Australia,2023,2024,02,Total Consumption,7000.0,0410000
Australia,2023,2024,02,Ending Stocks,3573.0,0410000
Australia,2023,2024,02,Total Distribution,30073.0,0410000
Australia,2023,2024,02,Yield,2.04,0410000
Bahrain,2023,2024,02,Area Harvested,0.0,0410000
Bahrain,2023,2024,02,Beginning Stocks,23.0,0410000
Bahrain,2023,2024,02,Production,0.0,0410000
Bahrain,2023,2024,02,MY Imports,150.0,0410000
Bahrain,2023,2024,02,TY Imports,150.0,0410000
Bahrain,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Bahrain,2023,2024,02,Total Supply,173.0,0410000
Bahrain,2023,2024,02,MY Exports,0.0,0410000
Bahrain,2023,2024,02,TY Exports,0.0,0410000
Bahrain,2023,2024,02,Feed and Residual,0.0,0410000
Bahrain,2023,2024,02,FSI Consumption,150.0,0410000
Bahrain,2023,2024,02,Total Consumption,150.0,0410000
Bahrain,2023,2024,02,Ending Stocks,23.0,0410000
Bahrain,2023,2024,02,Total Distribution,173.0,0410000
Bahrain,2023,2024,02,Yield,0.0,0410000
Bangladesh,2023,2024,02,Area Harvested,310.0,0410000
Bangladesh,2023,2024,02,Beginning Stocks,833.0,0410000
Bangladesh,2023,2024,02,Production,1100.0,0410000
Bangladesh,2023,2024,02,MY Imports,5800.0,0410000
Bangladesh,2023,2024,02,TY Imports,5800.0,0410000
Bangladesh,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Bangladesh,2023,2024,02,Total Supply,7733.0,0410000
Bangladesh,2023,2024,02,MY Exports,0.0,0410000
Bangladesh,2023,2024,02,TY Exports,0.0,0410000
Bangladesh,2023,2024,02,Feed and Residual,250.0,0410000
Bangladesh,2023,2024,02,FSI Consumption,6500.0,0410000
Bangladesh,2023,2024,02,Total Consumption,6750.0,0410000
Bangladesh,2023,2024,02,Ending Stocks,983.0,0410000
Bangladesh,2023,2024,02,Total Distribution,7733.0,0410000
Bangladesh,2023,2024,02,Yield,3.5484,0410000
Bosnia and Herzegovina,2023,2024,02,Area Harvested,62.0,0410000
Bosnia and Herzegovina,2023,2024,02,Beginning Stocks,98.0,0410000
Bosnia and Herzegovina,2023,2024,02,Production,279.0,0410000
Bosnia and Herzegovina,2023,2024,02,MY Imports,375.0,0410000
Bosnia and Herzegovina,2023,2024,02,TY Imports,375.0,0410000
Bosnia and Herzegovina,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Bosnia and Herzegovina,2023,2024,02,Total Supply,752.0,0410000
Bosnia and Herzegovina,2023,2024,02,MY Exports,40.0,0410000
Bosnia and Herzegovina,2023,2024,02,TY Exports,40.0,0410000
Bosnia and Herzegovina,2023,2024,02,Feed and Residual,100.0,0410000
Bosnia and Herzegovina,2023,2024,02,FSI Consumption,510.0,0410000
Bosnia and Herzegovina,2023,2024,02,Total Consumption,610.0,0410000
Bosnia and Herzegovina,2023,2024,02,Ending Stocks,102.0,0410000
Bosnia and Herzegovina,2023,2024,02,Total Distribution,752.0,0410000
Bosnia and Herzegovina,2023,2024,02,Yield,4.5,0410000
Bolivia,2023,2024,02,Area Harvested,205.0,0410000
Bolivia,2023,2024,02,Beginning Stocks,122.0,0410000
Bolivia,2023,2024,02,Production,300.0,0410000
Bolivia,2023,2024,02,MY Imports,350.0,0410000
Bolivia,2023,2024,02,TY Imports,350.0,0410000
Bolivia,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Bolivia,2023,2024,02,Total Supply,772.0,0410000
Bolivia,2023,2024,02,MY Exports,4.0,0410000
Bolivia,2023,2024,02,TY Exports,4.0,0410000
Bolivia,2023,2024,02,Feed and Residual,15.0,0410000
Bolivia,2023,2024,02,FSI Consumption,610.0,0410000
Bolivia,2023,2024,02,Total Consumption,625.0,0410000
Bolivia,2023,2024,02,Ending Stocks,143.0,0410000
Bolivia,2023,2024,02,Total Distribution,772.0,0410000
Bolivia,2023,2024,02,Yield,1.4634,0410000
Burma,2023,2024,02,Area Harvested,70.0,0410000
Burma,2023,2024,02,Beginning Stocks,77.0,0410000
Burma,2023,2024,02,Production,100.0,0410000
Burma,2023,2024,02,MY Imports,350.0,0410000
Burma,2023,2024,02,TY Imports,350.0,0410000
Burma,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Burma,2023,2024,02,Total Supply,527.0,0410000
Burma,2023,2024,02,MY Exports,0.0,0410000
Burma,2023,2024,02,TY Exports,0.0,0410000
Burma,2023,2024,02,Feed and Residual,0.0,0410000
Burma,2023,2024,02,FSI Consumption,450.0,0410000
Burma,2023,2024,02,Total Consumption,450.0,0410000
Burma,2023,2024,02,Ending Stocks,77.0,0410000
Burma,2023,2024,02,Total Distribution,527.0,0410000
Burma,2023,2024,02,Yield,1.4286,0410000
Belarus,2023,2024,02,Area Harvested,680.0,0410000
Belarus,2023,2024,02,Beginning Stocks,413.0,0410000
Belarus,2023,2024,02,Production,2300.0,0410000
Belarus,2023,2024,02,MY Imports,350.0,0410000
Belarus,2023,2024,02,TY Imports,350.0,0410000
Belarus,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Belarus,2023,2024,02,Total Supply,3063.0,0410000
Belarus,2023,2024,02,MY Exports,10.0,0410000
Belarus,2023,2024,02,TY Exports,10.0,0410000
Belarus,2023,2024,02,Feed and Residual,1500.0,0410000
Belarus,2023,2024,02,FSI Consumption,1150.0,0410000
Belarus,2023,2024,02,Total Consumption,2650.0,0410000
Belarus,2023,2024,02,Ending Stocks,403.0,0410000
Belarus,2023,2024,02,Total Distribution,3063.0,0410000
Belarus,2023,2024,02,Yield,3.3824,0410000
Brazil,2023,2024,02,Area Harvested,3470.0,0410000
Brazil,2023,2024,02,Beginning Stocks,1824.0,0410000
Brazil,2023,2024,02,Production,8100.0,0410000
Brazil,2023,2024,02,MY Imports,5600.0,0410000
Brazil,2023,2024,02,TY Imports,5300.0,0410000
Brazil,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Brazil,2023,2024,02,Total Supply,15524.0,0410000
Brazil,2023,2024,02,MY Exports,2200.0,0410000
Brazil,2023,2024,02,TY Exports,2200.0,0410000
Brazil,2023,2024,02,Feed and Residual,800.0,0410000
Brazil,2023,2024,02,FSI Consumption,11400.0,0410000
Brazil,2023,2024,02,Total Consumption,12200.0,0410000
Brazil,2023,2024,02,Ending Stocks,1124.0,0410000
Brazil,2023,2024,02,Total Distribution,15524.0,0410000
Brazil,2023,2024,02,Yield,2.3343,0410000
Canada,2023,2024,02,Area Harvested,10683.0,0410000
Canada,2023,2024,02,Beginning Stocks,3658.0,0410000
Canada,2023,2024,02,Production,31954.0,0410000
Canada,2023,2024,02,MY Imports,600.0,0410000
Canada,2023,2024,02,TY Imports,600.0,0410000
Canada,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Canada,2023,2024,02,Total Supply,36212.0,0410000
Canada,2023,2024,02,MY Exports,24000.0,0410000
Canada,2023,2024,02,TY Exports,24000.0,0410000
Canada,2023,2024,02,Feed and Residual,3500.0,0410000
Canada,2023,2024,02,FSI Consumption,5200.0,0410000
Canada,2023,2024,02,Total Consumption,8700.0,0410000
Canada,2023,2024,02,Ending Stocks,3512.0,0410000
Canada,2023,2024,02,Total Distribution,36212.0,0410000
Canada,2023,2024,02,Yield,2.9911,0410000
Chad,2023,2024,02,Area Harvested,1.0,0410000
Chad,2023,2024,02,Beginning Stocks,0.0,0410000
Chad,2023,2024,02,Production,2.0,0410000
Chad,2023,2024,02,MY Imports,300.0,0410000
Chad,2023,2024,02,TY Imports,300.0,0410000
Chad,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Chad,2023,2024,02,Total Supply,302.0,0410000
Chad,2023,2024,02,MY Exports,0.0,0410000
Chad,2023,2024,02,TY Exports,0.0,0410000
Chad,2023,2024,02,Feed and Residual,0.0,0410000
Chad,2023,2024,02,FSI Consumption,302.0,0410000
Chad,2023,2024,02,Total Consumption,302.0,0410000
Chad,2023,2024,02,Ending Stocks,0.0,0410000
Chad,2023,2024,02,Total Distribution,302.0,0410000
Chad,2023,2024,02,Yield,2.0,0410000
Sri Lanka,2023,2024,02,Area Harvested,0.0,0410000
Sri Lanka,2023,2024,02,Beginning Stocks,120.0,0410000
Sri Lanka,2023,2024,02,Production,0.0,0410000
Sri Lanka,2023,2024,02,MY Imports,1150.0,0410000
Sri Lanka,2023,2024,02,TY Imports,1150.0,0410000
Sri Lanka,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Sri Lanka,2023,2024,02,Total Supply,1270.0,0410000
Sri Lanka,2023,2024,02,MY Exports,75.0,0410000
Sri Lanka,2023,2024,02,TY Exports,75.0,0410000
Sri Lanka,2023,2024,02,Feed and Residual,50.0,0410000
Sri Lanka,2023,2024,02,FSI Consumption,1000.0,0410000
Sri Lanka,2023,2024,02,Total Consumption,1050.0,0410000
Sri Lanka,2023,2024,02,Ending Stocks,145.0,0410000
Sri Lanka,2023,2024,02,Total Distribution,1270.0,0410000
Sri Lanka,2023,2024,02,Yield,0.0,0410000
Congo (Brazzaville),2023,2024,02,Area Harvested,0.0,0410000
Congo (Brazzaville),2023,2024,02,Beginning Stocks,0.0,0410000
Congo (Brazzaville),2023,2024,02,Production,0.0,0410000
Congo (Brazzaville),2023,2024,02,MY Imports,275.0,0410000
Congo (Brazzaville),2023,2024,02,TY Imports,275.0,0410000
Congo (Brazzaville),2023,2024,02,TY Imp. from U.S.,0.0,0410000
Congo (Brazzaville),2023,2024,02,Total Supply,275.0,0410000
Congo (Brazzaville),2023,2024,02,MY Exports,0.0,0410000
Congo (Brazzaville),2023,2024,02,TY Exports,0.0,0410000
Congo (Brazzaville),2023,2024,02,Feed and Residual,0.0,0410000
Congo (Brazzaville),2023,2024,02,FSI Consumption,275.0,0410000
Congo (Brazzaville),2023,2024,02,Total Consumption,275.0,0410000
Congo (Brazzaville),2023,2024,02,Ending Stocks,0.0,0410000
Congo (Brazzaville),2023,2024,02,Total Distribution,275.0,0410000
Congo (Brazzaville),2023,2024,02,Yield,0.0,0410000
Congo (Kinshasa),2023,2024,02,Area Harvested,8.0,0410000
Congo (Kinshasa),2023,2024,02,Beginning Stocks,43.0,0410000
Congo (Kinshasa),2023,2024,02,Production,9.0,0410000
Congo (Kinshasa),2023,2024,02,MY Imports,500.0,0410000
Congo (Kinshasa),2023,2024,02,TY Imports,500.0,0410000
Congo (Kinshasa),2023,2024,02,TY Imp. from U.S.,0.0,0410000
Congo (Kinshasa),2023,2024,02,Total Supply,552.0,0410000
Congo (Kinshasa),2023,2024,02,MY Exports,0.0,0410000
Congo (Kinshasa),2023,2024,02,TY Exports,0.0,0410000
Congo (Kinshasa),2023,2024,02,Feed and Residual,0.0,0410000
Congo (Kinshasa),2023,2024,02,FSI Consumption,500.0,0410000
Congo (Kinshasa),2023,2024,02,Total Consumption,500.0,0410000
Congo (Kinshasa),2023,2024,02,Ending Stocks,52.0,0410000
Congo (Kinshasa),2023,2024,02,Total Distribution,552.0,0410000
Congo (Kinshasa),2023,2024,02,Yield,1.125,0410000
China,2023,2024,02,Area Harvested,23627.0,0410000
China,2023,2024,02,Beginning Stocks,138818.0,0410000
China,2023,2024,02,Production,136590.0,0410000
China,2023,2024,02,MY Imports,12000.0,0410000
China,2023,2024,02,TY Imports,12000.0,0410000
China,2023,2024,02,TY Imp. from U.S.,0.0,0410000
China,2023,2024,02,Total Supply,287408.0,0410000
China,2023,2024,02,MY Exports,900.0,0410000
China,2023,2024,02,TY Exports,900.0,0410000
China,2023,2024,02,Feed and Residual,37000.0,0410000
China,2023,2024,02,FSI Consumption,116500.0,0410000
China,2023,2024,02,Total Consumption,153500.0,0410000
China,2023,2024,02,Ending Stocks,133008.0,0410000
China,2023,2024,02,Total Distribution,287408.0,0410000
China,2023,2024,02,Yield,5.7811,0410000
Chile,2023,2024,02,Area Harvested,210.0,0410000
Chile,2023,2024,02,Beginning Stocks,277.0,0410000
Chile,2023,2024,02,Production,1270.0,0410000
Chile,2023,2024,02,MY Imports,1300.0,0410000
Chile,2023,2024,02,TY Imports,1300.0,0410000
Chile,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Chile,2023,2024,02,Total Supply,2847.0,0410000
Chile,2023,2024,02,MY Exports,10.0,0410000
Chile,2023,2024,02,TY Exports,10.0,0410000
Chile,2023,2024,02,Feed and Residual,250.0,0410000
Chile,2023,2024,02,FSI Consumption,2380.0,0410000
Chile,2023,2024,02,Total Consumption,2630.0,0410000
Chile,2023,2024,02,Ending Stocks,207.0,0410000
Chile,2023,2024,02,Total Distribution,2847.0,0410000
Chile,2023,2024,02,Yield,6.0476,0410000
Cameroon,2023,2024,02,Area Harvested,0.0,0410000
Cameroon,2023,2024,02,Beginning Stocks,11.0,0410000
Cameroon,2023,2024,02,Production,0.0,0410000
Cameroon,2023,2024,02,MY Imports,1025.0,0410000
Cameroon,2023,2024,02,TY Imports,1025.0,0410000
Cameroon,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Cameroon,2023,2024,02,Total Supply,1036.0,0410000
Cameroon,2023,2024,02,MY Exports,0.0,0410000
Cameroon,2023,2024,02,TY Exports,0.0,0410000
Cameroon,2023,2024,02,Feed and Residual,0.0,0410000
Cameroon,2023,2024,02,FSI Consumption,1025.0,0410000
Cameroon,2023,2024,02,Total Consumption,1025.0,0410000
Cameroon,2023,2024,02,Ending Stocks,11.0,0410000
Cameroon,2023,2024,02,Total Distribution,1036.0,0410000
Cameroon,2023,2024,02,Yield,0.0,0410000
Colombia,2023,2024,02,Area Harvested,3.0,0410000
Colombia,2023,2024,02,Beginning Stocks,515.0,0410000
Colombia,2023,2024,02,Production,6.0,0410000
Colombia,2023,2024,02,MY Imports,1900.0,0410000
Colombia,2023,2024,02,TY Imports,1900.0,0410000
Colombia,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Colombia,2023,2024,02,Total Supply,2421.0,0410000
Colombia,2023,2024,02,MY Exports,25.0,0410000
Colombia,2023,2024,02,TY Exports,25.0,0410000
Colombia,2023,2024,02,Feed and Residual,125.0,0410000
Colombia,2023,2024,02,FSI Consumption,1800.0,0410000
Colombia,2023,2024,02,Total Consumption,1925.0,0410000
Colombia,2023,2024,02,Ending Stocks,471.0,0410000
Colombia,2023,2024,02,Total Distribution,2421.0,0410000
Colombia,2023,2024,02,Yield,2.0,0410000
Costa Rica,2023,2024,02,Area Harvested,0.0,0410000
Costa Rica,2023,2024,02,Beginning Stocks,73.0,0410000
Costa Rica,2023,2024,02,Production,0.0,0410000
Costa Rica,2023,2024,02,MY Imports,310.0,0410000
Costa Rica,2023,2024,02,TY Imports,310.0,0410000
Costa Rica,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Costa Rica,2023,2024,02,Total Supply,383.0,0410000
Costa Rica,2023,2024,02,MY Exports,40.0,0410000
Costa Rica,2023,2024,02,TY Exports,40.0,0410000
Costa Rica,2023,2024,02,Feed and Residual,0.0,0410000
Costa Rica,2023,2024,02,FSI Consumption,260.0,0410000
Costa Rica,2023,2024,02,Total Consumption,260.0,0410000
Costa Rica,2023,2024,02,Ending Stocks,83.0,0410000
Costa Rica,2023,2024,02,Total Distribution,383.0,0410000
Costa Rica,2023,2024,02,Yield,0.0,0410000
Cuba,2023,2024,02,Area Harvested,0.0,0410000
Cuba,2023,2024,02,Beginning Stocks,0.0,0410000
Cuba,2023,2024,02,Production,0.0,0410000
Cuba,2023,2024,02,MY Imports,550.0,0410000
Cuba,2023,2024,02,TY Imports,550.0,0410000
Cuba,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Cuba,2023,2024,02,Total Supply,550.0,0410000
Cuba,2023,2024,02,MY Exports,0.0,0410000
Cuba,2023,2024,02,TY Exports,0.0,0410000
Cuba,2023,2024,02,Feed and Residual,0.0,0410000
Cuba,2023,2024,02,FSI Consumption,550.0,0410000
Cuba,2023,2024,02,Total Consumption,550.0,0410000
Cuba,2023,2024,02,Ending Stocks,0.0,0410000
Cuba,2023,2024,02,Total Distribution,550.0,0410000
Cuba,2023,2024,02,Yield,0.0,0410000
Benin,2023,2024,02,Area Harvested,0.0,0410000
Benin,2023,2024,02,Beginning Stocks,0.0,0410000
Benin,2023,2024,02,Production,0.0,0410000
Benin,2023,2024,02,MY Imports,350.0,0410000
Benin,2023,2024,02,TY Imports,350.0,0410000
Benin,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Benin,2023,2024,02,Total Supply,350.0,0410000
Benin,2023,2024,02,MY Exports,0.0,0410000
Benin,2023,2024,02,TY Exports,0.0,0410000
Benin,2023,2024,02,Feed and Residual,0.0,0410000
Benin,2023,2024,02,FSI Consumption,350.0,0410000
Benin,2023,2024,02,Total Consumption,350.0,0410000
Benin,2023,2024,02,Ending Stocks,0.0,0410000
Benin,2023,2024,02,Total Distribution,350.0,0410000
Benin,2023,2024,02,Yield,0.0,0410000
Dominican Republic,2023,2024,02,Area Harvested,0.0,0410000
Dominican Republic,2023,2024,02,Beginning Stocks,270.0,0410000
Dominican Republic,2023,2024,02,Production,0.0,0410000
Dominican Republic,2023,2024,02,MY Imports,670.0,0410000
Dominican Republic,2023,2024,02,TY Imports,670.0,0410000
Dominican Republic,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Dominican Republic,2023,2024,02,Total Supply,940.0,0410000
Dominican Republic,2023,2024,02,MY Exports,170.0,0410000
Dominican Republic,2023,2024,02,TY Exports,170.0,0410000
Dominican Republic,2023,2024,02,Feed and Residual,0.0,0410000
Dominican Republic,2023,2024,02,FSI Consumption,490.0,0410000
Dominican Republic,2023,2024,02,Total Consumption,490.0,0410000
Dominican Republic,2023,2024,02,Ending Stocks,280.0,0410000
Dominican Republic,2023,2024,02,Total Distribution,940.0,0410000
Dominican Republic,2023,2024,02,Yield,0.0,0410000
European Union,2023,2024,02,Area Harvested,24220.0,0410000
European Union,2023,2024,02,Beginning Stocks,16519.0,0410000
European Union,2023,2024,02,Production,134000.0,0410000
European Union,2023,2024,02,MY Imports,12000.0,0410000
European Union,2023,2024,02,TY Imports,12000.0,0410000
European Union,2023,2024,02,TY Imp. from U.S.,0.0,0410000
European Union,2023,2024,02,Total Supply,162519.0,0410000
European Union,2023,2024,02,MY Exports,36500.0,0410000
European Union,2023,2024,02,TY Exports,36500.0,0410000
European Union,2023,2024,02,Feed and Residual,46000.0,0410000
European Union,2023,2024,02,FSI Consumption,64500.0,0410000
European Union,2023,2024,02,Total Consumption,110500.0,0410000
European Union,2023,2024,02,Ending Stocks,15519.0,0410000
European Union,2023,2024,02,Total Distribution,162519.0,0410000
European Union,2023,2024,02,Yield,5.5326,0410000
Ecuador,2023,2024,02,Area Harvested,5.0,0410000
Ecuador,2023,2024,02,Beginning Stocks,285.0,0410000
Ecuador,2023,2024,02,Production,9.0,0410000
Ecuador,2023,2024,02,MY Imports,1400.0,0410000
Ecuador,2023,2024,02,TY Imports,1400.0,0410000
Ecuador,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Ecuador,2023,2024,02,Total Supply,1694.0,0410000
Ecuador,2023,2024,02,MY Exports,5.0,0410000
Ecuador,2023,2024,02,TY Exports,5.0,0410000
Ecuador,2023,2024,02,Feed and Residual,720.0,0410000
Ecuador,2023,2024,02,FSI Consumption,720.0,0410000
Ecuador,2023,2024,02,Total Consumption,1440.0,0410000
Ecuador,2023,2024,02,Ending Stocks,249.0,0410000
Ecuador,2023,2024,02,Total Distribution,1694.0,0410000
Ecuador,2023,2024,02,Yield,1.8,0410000
Egypt,2023,2024,02,Area Harvested,1350.0,0410000
Egypt,2023,2024,02,Beginning Stocks,4840.0,0410000
Egypt,2023,2024,02,Production,8870.0,0410000
Egypt,2023,2024,02,MY Imports,11000.0,0410000
Egypt,2023,2024,02,TY Imports,11000.0,0410000
Egypt,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Egypt,2023,2024,02,Total Supply,24710.0,0410000
Egypt,2023,2024,02,MY Exports,600.0,0410000
Egypt,2023,2024,02,TY Exports,600.0,0410000
Egypt,2023,2024,02,Feed and Residual,1300.0,0410000
Egypt,2023,2024,02,FSI Consumption,19300.0,0410000
Egypt,2023,2024,02,Total Consumption,20600.0,0410000
Egypt,2023,2024,02,Ending Stocks,3510.0,0410000
Egypt,2023,2024,02,Total Distribution,24710.0,0410000
Egypt,2023,2024,02,Yield,6.5704,0410000
Eritrea,2023,2024,02,Area Harvested,25.0,0410000
Eritrea,2023,2024,02,Beginning Stocks,0.0,0410000
Eritrea,2023,2024,02,Production,25.0,0410000
Eritrea,2023,2024,02,MY Imports,150.0,0410000
Eritrea,2023,2024,02,TY Imports,150.0,0410000
Eritrea,2023,2024,02,TY Imp. from U.S.,0.0,0410000
Eritrea,2023,2024,02,Total Supply,175.0,0410000
Eritrea,2023,2024,02,MY Exports,0.0,0410000
Eritrea,2023,2024,02,TY Exports,0.0,0410000
Eritrea,2023,2024,02,Feed and Residual,0.0,0410000
Eritrea,2023,2024,02,FSI Consumption,175.0,0410000
Eritrea,2023,2024,02,Total Consumption,175.0,0410000
Eritrea,2023,2024,02,Ending Stocks,0.0,0410000
